samp_ID,yield,maturity,height,lodging,protein,oil,size
DS11.02118_1,3764.354806,926.8007802,100.8409009,1.567223824,34.42780308,19.02015655,16.38904113
DS11.02120_1,3855.406825,924.8637972,99.16672218,1.752194205,34.22715214,19.88666407,16.34596755
DS11.02121_1,3824.941078,929.7708208,93.75783705,1.588985045,35.27053704,18.54357742,15.48449592
DS11.02123_1,3663.463991,925.5094582,94.53053493,1.83923909,33.90611063,19.45341031,17.09975523
DS11.02127_1,3801.724971,922.6685498,87.57625404,1.480178938,33.72552479,19.6483745,14.73070824
DS11.02129_1,3608.041192,925.6385904,103.0302116,2.100373746,33.90611063,19.43174762,15.09683369
DS11.02131_1,3749.510306,922.5886614,100.583335,1.893642144,34.06663139,19.60504913,14.81685541
DS11.02132_1,3596.663742,924.96114,94.53053493,1.480178938,34.32747761,19.19345806,14.23536206
DS11.02133_1,3788.779186,923.4783408,98.52280729,1.697791152,32.80253045,19.25844612,14.51534034
DS11.02135_1,3979.858968,927.6301784,105.4770882,1.784836037,34.20708705,18.63022817,16.25982039
DS11.02136_1,3977.356116,928.3715779,105.4770882,1.948045197,34.24721724,18.97683118,15.59217987
DS11.02140_1,3692.203633,924.5163002,102.1287307,1.915403365,34.12682667,19.1068073,15.65679025
DS11.02141_1,4028.448813,926.592219,103.8029094,1.861000312,34.0064361,18.97683118,15.33373839
DS11.02142_1,3601.324225,923.4783408,91.18217746,1.51282077,33.08344177,19.8433387,16.62594583
DS11.02143_1,3769.360509,923.3300609,99.55307112,1.67602993,33.92617573,19.92998945,16.19521002
DS11.02149_1,3852.127226,922.797682,94.65931791,1.806597258,34.18702195,19.6483745,15.87215815
DS11.02150_1,3739.668053,927.0370587,108.0527478,2.241821685,33.45440426,19.07364394,14.55304352
DS11.02151_1,3882.765583,922.4403815,98.65159027,1.773955426,32.32096819,20.21160439,16.84131374
DS11.02152_1,3766.598742,928.0921022,101.9999477,2.133015578,33.86598044,19.25844612,14.66609787
DS11.02154_1,3861.707106,925.7677226,96.20471366,1.67602993,33.76565497,19.51839838,17.33665993
DS11.02155_1,3703.595924,920.3644627,100.9696839,1.66514932,34.3876729,19.08514462,14.88146578
DS11.02156_1,3664.322702,924.5971059,90.5189004,1.811104166,33.20383233,20.25492977,16.4536515
DS11.02157_1,3626.25637,925.8836286,81.35408322,1.395997234,33.98637101,19.80001332,16.60440904
DS11.02158_1,3490.426631,924.1522661,89.48416297,1.481460426,33.98637101,19.62671182,13.69694229
DS11.02159_1,3359.886506,927.7986697,111.2136489,2.226211098,33.46467856,19.58338644,15.37681197
DS11.02161_1,3490.804461,926.9695845,101.3097335,2.091911796,34.04656629,19.58338644,16.30289397
DS11.02162_1,3608.876209,927.2661443,88.89288445,1.542505563,33.6653295,19.6483745,17.59510141
DS11.02163_1,3572.793482,923.2722088,89.48416297,1.664595837,34.34754271,18.52191473,14.14921489
DS11.02164_1,3728.64819,924.7453858,99.24025868,1.627968755,33.30415781,20.1899417,17.638175
DS11.02165_1,3355.730381,925.6350653,91.40581819,1.847731248,34.12682667,19.92998945,15.50603271
DS11.02166_1,3690.676316,928.7489434,89.04070408,1.786686111,33.84591535,19.49673569,15.97984211
DS11.02167_1,3650.437464,922.9660269,89.33634334,1.640177782,34.22715214,19.04181924,13.65386871
DS11.02168_1,3681.79732,922.3729072,93.7709323,1.786686111,32.66207479,19.475073,15.05376011
DS11.02169_1,3718.446791,928.0075439,96.87514457,1.872149303,32.84266064,20.03830289,15.35527518
DS11.02171_1,3036.181002,928.8432376,116.0916967,2.421555536,33.88604554,19.6483745,15.09683369
DS11.02173_1,3818.760548,924.8390606,96.72732494,1.689013892,33.22389743,19.69169988,17.12129202
DS11.02174_1,3730.82071,925.1902255,95.54476788,1.847731248,34.32747761,19.6483745,17.44434388
DS11.02176_1,3209.888158,925.4867854,103.3792084,2.104120824,33.84591535,19.75668794,15.37681197
DS11.02177_1,3598.108065,929.3420631,98.50116052,1.847731248,33.98637101,19.45341031,16.75516657
DS11.02178_1,3716.557643,927.859264,99.38807831,1.6035507,33.60513422,19.95165214,18.82269849
DS11.02180_1,3356.013753,926.6730247,98.94461942,1.908776385,33.86598044,19.23678343,15.48449592
DS11.02181_1,3650.720836,928.8972233,91.11017893,1.786686111,32.42129366,19.92998945,14.77378183
DS11.02182_1,3574.588173,927.5627041,86.3799507,1.542505563,34.20708705,19.25844612,14.85992899
DS11.02183_1,3597.257949,925.7095339,99.38807831,1.908776385,33.50480875,20.08162826,17.14282881
DS11.02186_1,3735.92141,926.3764648,92.58837525,1.750059029,32.9831163,20.21160439,15.46295913
DS11.02187_1,3845.680907,928.0075439,91.99709672,1.664595837,33.30415781,19.58338644,16.38904113
DS11.02188_1,3632.585016,923.0981141,87.56250776,1.664595837,32.86272573,20.10329095,17.53049104
DS11.02190_1,3781.449876,927.6245751,95.39694825,1.750059029,32.78246536,20.10329095,16.38904113
DS11.02191_1,3830.095436,927.5627041,90.37108077,1.689013892,32.80253045,19.80001332,15.2906648
DS11.03003_2,4067.714946,925.1298441,95.91023977,1.547556763,34.07638333,19.57221808,17.26764188
DS11.03004_2,4084.863965,928.516543,108.6086508,1.708405176,34.6920958,19.10367346,18.32134819
DS11.03005_2,4170.167453,928.6191702,107.3797723,1.949677795,32.84495838,20.37327822,19.43526629
DS11.03006_2,3782.732111,924.1035717,89.45862772,1.547556763,34.23389117,19.64778979,16.72573578
DS11.03007_2,4129.392533,925.6429803,89.45862772,1.485004603,33.79000543,19.30015991,16.74078873
DS11.03008_2,4104.88342,927.5928979,107.1749592,1.574364832,34.62050133,19.3303886,15.5215
DS11.03009_2,3715.166449,927.2850161,88.74178193,1.619044947,33.14565517,19.54198939,15.31075874
DS11.03010_2,4077.724674,923.4055223,93.75970242,1.529684717,33.24588743,19.31527426,16.0634061
DS11.03011_2,3790.018604,924.8219624,83.92867453,1.395644373,34.19093449,19.25481689,15.61181769
DS11.03012_2,4148.74958,926.8364457,99.08484253,1.84244552,34.07638333,19.67801847,16.01824726
DS11.03013_2,3856.995458,927.5928979,109.6327162,1.708405176,33.76136764,19.70824716,15.35591758
DS11.03014_2,4176.717936,929.238092,97.13911826,1.485004603,34.26252896,19.04321609,16.18382968
DS11.03015_2,4054.466777,926.0358969,103.3859172,1.949677795,33.24588743,19.70824716,17.94502451
DS11.03016_2,3675.716346,923.7486146,98.06077712,1.529684717,33.41771417,19.64778979,16.87626526
DS11.03017_2,3934.129242,924.3204352,88.33215577,1.440324488,33.40339527,19.58733242,17.16227125
DS11.03018_2,3541.17383,920.8895119,77.98909518,1.350964259,32.70176943,20.08610571,17.32785367
DS11.03019_2,3957.607942,929.3524561,93.86210896,1.619044947,33.40339527,19.17924517,16.54510042
DS11.03020_2,4153.828044,930.9795967,94.16932858,1.547556763,33.50362754,19.37573162,16.0634061
DS11.03021_2,3942.372547,925.4377258,97.03671172,1.529684717,32.71608832,19.90473361,16.43972979
DS11.03022_2,3832.118341,922.9480659,94.16932858,1.887125635,31.51330116,20.88716586,15.89782368
DS11.03023_2,3806.358012,924.091707,87.92252961,1.574364832,32.05741916,20.31282085,16.31930621
DS11.03024_2,3891.587899,925.0066199,96.93430518,1.99435791,34.1622967,19.39084597,16.56015336
DS11.03025_2,3870.022824,927.0797617,89.04900156,1.619044947,32.98814733,19.57221808,18.24608346
DS11.03026_2,4034.152918,925.2324714,88.84418847,1.529684717,33.77568654,19.60244676,18.12565988
DS11.03027_2,3836.902402,924.5491634,85.25995955,1.529684717,33.46067085,19.90473361,17.58375378
DS11.03029_2,3917.863435,923.6342505,94.06692204,1.788829382,33.30316301,19.90473361,15.65697653
DS11.03030_2,3720.171313,922.2562815,100.8257537,1.485004603,33.34611969,20.10122006,17.85470683
DS11.03031_2,4274.16558,927.7513585,92.01879123,1.440324488,32.94519064,19.70824716,18.71272482
DS11.03032_2,4054.981984,925.1298441,107.0725527,1.485004603,33.44635196,19.69313281,19.64600755
DS11.03033_2,3921.249078,924.6167079,98.67521637,1.619044947,34.79232807,19.17924517,15.85266484
DS11.03034_2,3767.349515,926.1561165,82.39257642,1.395644373,32.20060811,20.34304953,18.69767187
DS11.03036_2,4144.775129,928.8244247,102.1570387,1.708405176,33.11701738,19.84427624,16.96658294
DS11.03037_2,4066.610932,928.0944509,98.16318366,1.753085291,33.48930864,19.31527426,16.78594757
DS11.03038_2,3792.005829,925.8482348,92.22360431,1.574364832,33.43203306,20.17679177,15.91287663
DS11.03039_2,3910.944946,925.4640763,97.44633788,1.708405176,33.50362754,20.16167743,15.95803547
DS11.03041_2,3886.14143,924.6167079,101.9522257,1.654789038,33.18861185,19.45130334,15.95803547
DS11.03044_2,3885.258219,924.8219624,104.5123892,1.878189612,31.92854911,20.07099137,17.19237715
DS11.03045_2,3830.425519,924.9245897,95.39820707,1.610108924,34.59186354,18.9374157,14.31726422
DS11.03047_2,4153.312838,927.9007796,106.9701462,1.851381543,33.91887549,18.92230135,15.5516059
DS11.03048_2,3832.04474,926.8745072,100.313721,1.967549841,33.21724964,19.79893321,15.16022927
DS11.03050_2,3850.592176,927.1823889,95.50061361,1.458196534,34.92119812,18.80138662,16.093512
DS11.03052_2,3981.675449,924.3088262,92.9404501,1.592236878,32.94519064,20.28259217,16.90637115
DS11.03053_2,3957.239937,923.4878083,94.4765482,1.440324488,33.86159991,19.60244676,16.81605347
DS11.03055_2,4169.284242,925.7456076,96.01264631,1.350964259,33.34611969,19.79893321,18.48693061
DS11.03057_2,4008.245387,921.7431453,90.89231928,1.502876649,32.58721827,20.28259217,18.62240714
DS11.03058_2,4100.835369,925.0617585,100.2113145,1.431388465,33.43203306,19.76870453,15.06991159
DS11.03059_2,3898.359186,924.1035717,100.2113145,1.610108924,32.11469474,20.47907862,15.31075874
DS11.03062_2,4040.261796,925.1298441,95.50061361,1.770957337,33.28884412,20.07099137,16.62036515
DS11.03064_2,4186.43326,926.6692527,103.2835107,1.404580396,33.34611969,19.54198939,17.35795957
DS11.03065_2,3797.893904,922.4615359,98.57280983,1.726277222,32.95950954,19.98030532,15.2655999
DS11.03066_2,4126.595697,925.7456076,102.5666649,1.53862074,33.6038598,19.49664636,16.39457094
DS11.03067_2,4068.156552,924.206199,91.81397815,1.458196534,33.8759188,19.2245882,16.10856495
DS11.03070_2,3934.202843,923.3851811,91.19953891,1.592236878,32.27220259,19.54198939,16.78594757
DS11.03071_2,4158.685706,927.2850161,105.9460807,1.896061658,33.08837959,20.49419296,17.7192303
DS11.03072_2,4060.870059,925.7456076,106.2533004,1.896061658,33.44635196,19.58733242,17.99018335
DS11.03074_2,3997.205247,924.6167079,92.63323047,1.565428809,32.95950954,20.07099137,18.39661293
DS11.03075_2,4035.330533,926.1561165,87.41049691,1.458196534,32.81632059,19.91984795,17.44827725
DS11.03076_2,3761.976646,921.4352635,87.10327728,1.592236878,32.01446248,20.35816388,15.59676474
DS11.03077_2,3744.091618,924.7193352,107.5845854,2.05691007,33.73272985,19.45130334,16.6354181
DS11.03078_2,3917.863435,928.927052,117.6204264,1.851381543,33.44635196,19.45130334,17.70417735
DS11.03079_2,4098.038533,927.6955251,90.38028658,1.458196534,33.77568654,18.90718701,16.80100052
DS11.03080_2,3952.676679,923.79569,95.29580053,1.547556763,32.5156238,19.96519098,17.41817136
DS11.03081_2,4011.631031,921.5378908,96.11505285,1.547556763,33.28884412,19.93496229,15.56665885
DS11.03082_2,4043.794641,923.4878083,93.86210896,1.547556763,33.83296212,19.58733242,16.81605347
DS11.03083_2,4033.122505,923.3851811,87.41049691,1.458196534,32.5013049,20.70579375,18.78798956
DS11.03084_2,4036.581749,924.3088262,95.70542669,1.38670835,33.0454229,20.19190611,18.38155998
DS11.03085_2,3898.064782,921.5378908,88.12734269,1.636916993,33.01678511,20.2221348,16.80100052
DS11.03086_2,3802.383562,925.2324714,96.7294921,1.770957337,33.63249759,19.66290413,15.5215
DS11.03088_2,4201.595054,924.0009445,102.9762911,1.654789038,33.00246622,20.55465033,19.39010745
DS11.03089_2,4166.119401,927.7981523,97.2415248,1.449260511,33.53226533,19.55710373,18.2912423
DS11.03104_2,3876.757391,925.3385054,95.24912862,1.542505563,34.18702195,19.06348193,15.93676853
DS11.03106_2,3975.465372,927.2661443,97.4664231,2.21400207,33.28409271,19.6483745,15.91523174
DS11.03108_2,3748.578701,926.2281849,85.64085254,1.457042371,34.48799837,19.54006106,17.03514485
DS11.03109_2,3817.815974,927.859264,99.97935684,1.701222919,33.6653295,19.67003719,15.74293741
DS11.03110_2,3857.582539,926.2281849,84.31047586,1.518087508,32.74233517,19.88666407,16.49672509
DS11.03111_2,3889.792512,925.9316251,99.83153721,1.6035507,33.3242229,19.71336257,18.49964663
DS11.03112_2,3712.401517,924.3005461,89.18852371,1.640177782,34.66858421,19.49673569,15.91523174
DS11.03113_2,3830.378808,924.8936657,95.84040715,1.481460426,33.90611063,19.45341031,15.54910629
DS11.03115_2,3794.579454,923.7074264,94.80566972,1.395997234,33.78572007,19.95165214,17.48741746
DS11.03116_2,3758.40227,922.3729072,96.43168568,1.908776385,33.06337667,19.80001332,15.61371667
DS11.03119_2,3808.559149,923.1143068,90.5189004,1.579132645,33.6653295,19.62671182,16.51826188
DS11.03120_2,3610.859814,926.6730247,89.33634334,1.579132645,34.76890969,18.78186698,15.93676853
DS11.03122_2,3880.630144,927.4144242,105.153044,1.908776385,34.0064361,19.34509687,18.24120514
DS11.03123_2,3994.262394,928.8972233,97.4664231,1.725640974,34.18702195,19.17179537,15.65679025
DS11.03124_2,3511.490631,926.5247447,101.0140943,1.847731248,33.56500403,19.51839838,14.98914973
DS11.03126_2,4019.010233,926.2281849,99.24025868,1.664595837,33.54493894,19.49673569,17.68124858
DS11.03128_2,4052.637067,927.7986697,104.8574047,1.969821522,34.32747761,19.15013268,17.35819672
DS11.03129_2,3831.417839,925.9316251,91.84927709,1.725640974,34.40773799,19.56172375,17.31512313
DS11.03130_2,3760.196961,923.2625867,101.6053728,1.725640974,33.76565497,19.62671182,14.92453936
DS11.03131_2,3762.747311,925.1902255,99.38807831,1.664595837,34.78897478,19.06348193,15.39834876
DS11.03132_2,4100.715883,929.7869028,92.58837525,1.725640974,34.22715214,19.36675956,17.57356462
DS11.03133_2,3730.537338,922.3729072,91.99709672,1.640177782,34.76890969,19.25844612,14.66609787
DS11.03134_2,4014.098448,927.1178644,101.7531924,1.664595837,33.76565497,19.88666407,18.95191923
DS11.03135_2,3895.932243,926.2281849,98.79679979,1.847731248,32.58181441,20.0166402,17.70278537
DS11.03138_2,3809.314808,924.5971059,96.87514457,1.847731248,31.95979649,20.53654471,18.49964663
DS11.03142_2,3902.071974,928.6006635,98.20552126,1.847731248,34.40773799,19.54006106,17.53049104
DS11.03143_2,3799.113409,928.6006635,96.57950531,1.579132645,34.04656629,18.73854161,16.02291569
DS11.03144_2,3740.26645,928.3041037,98.05770163,1.786686111,34.20708705,18.7602043,17.76739574
DS11.03145_2,3912.36783,926.8213046,98.20552126,1.969821522,32.80253045,19.69169988,17.35819672
DS11.03147_2,3750.562306,921.3349478,82.6844599,1.420415289,34.40773799,19.62671182,15.93676853
DS11.03148_2,4144.921945,930.3800225,114.1700415,1.969821522,33.12357196,19.56172375,18.75808811
DS11.03149_2,3809.787095,926.9695845,101.7531924,1.847731248,34.20708705,19.23678343,16.90592411
DS11.03151_2,3936.360009,924.7453858,96.28386604,1.6035507,33.44461347,19.25844612,18.06891081
DS11.03154_2,3977.826807,925.0419456,100.5706354,2.030866659,33.16370215,19.73502526,19.05960318
DS11.03157_2,3728.931562,928.1558238,91.11017893,1.664595837,33.60513422,19.3017715,16.51826188
DS11.03158_2,3734.29393,928.1153567,105.1050691,1.793815733,33.42061262,19.75931188,19.08632551
DS11.03160_2,4085.217588,928.2402378,101.7964558,1.479802725,34.29917536,19.17859697,17.63156739
DS11.03161_2,4122.081653,925.0380427,107.6150516,1.528867257,34.5250915,18.84675988,16.2317058
DS11.03162_2,4012.522286,924.1231298,93.12560708,1.401299473,33.62142696,19.64869951,15.68274047
DS11.03163_2,4072.108599,928.6976942,111.4941155,1.862506079,33.74693593,19.6763526,19.30591164
DS11.03164_2,3724.362004,924.8093145,103.2796273,1.695686668,32.71776243,20.50594533,17.41198126
DS11.03165_2,3707.459975,924.4996551,97.57512155,1.676060855,32.88213711,20.18380537,18.00267754
DS11.03166_2,3747.561816,924.5805862,87.30701124,1.38167366,32.94367856,19.9805366,15.71018874
DS11.03168_2,3989.641142,926.2960479,90.84380479,1.479802725,33.89754668,19.3998217,17.54922259
DS11.03169_2,3997.585984,927.6684172,94.72286869,1.38167366,35.15263631,18.51492279,16.58853326
DS11.03170_2,4258.176791,925.2744483,100.7696448,1.646622135,34.07325923,19.53808715,18.04329139
DS11.03171_2,4050.339733,928.3736211,99.62874361,1.685873761,33.1444929,19.73165879,16.94536073
DS11.03172_2,4043.268824,927.2109608,102.5950866,1.469989818,33.87244489,19.3998217,15.62784394
DS11.03173_2,4009.582695,928.2444889,93.92423788,1.401299473,33.62142696,19.59339333,16.7257746
DS11.03174_2,4162.044207,927.6684172,90.15926411,1.626996322,32.91857677,19.81461806,17.79625699
DS11.03175_2,4196.445371,923.7248619,97.80330178,1.332609127,34.14856461,19.42747479,16.6434298
DS11.03176_2,3827.16913,925.2744483,113.0913771,1.833067359,34.02305564,20.11880206,17.24729166
DS11.03177_2,3944.752787,925.7242273,94.38059834,1.519054351,33.34530724,20.06349587,17.02770553
DS11.03178_2,3787.637535,925.2744483,101.5682756,1.35223494,34.15568978,19.80157632,15.65705128
DS11.03180_2,3879.207843,928.3546019,99.28647327,2.304086872,33.69673234,19.78696497,17.19239513
DS11.03181_2,3908.44486,927.5988279,103.7359877,1.695686668,33.69673234,19.20625006,17.38453299
DS11.03183_2,3996.394258,924.0087657,96.89058086,1.332609127,32.79306781,20.34002678,16.6434298
DS11.03185_2,4013.714013,924.0087657,99.28647327,1.332609127,32.96878036,19.78696497,15.27101647
DS11.03186_2,4165.142695,927.7279601,102.024636,1.725125387,33.19469649,19.89757733,17.68646392
DS11.03188_2,3807.227577,927.2114313,94.72286869,1.479802725,34.57529508,19.17859697,18.53736018
DS11.03189_2,3982.490785,923.8539941,90.50153445,1.479802725,33.94775027,19.42747479,16.17680927
DS11.03190_2,3910.510519,927.5988279,100.6555546,1.842880266,33.59632517,19.92523042,16.561085
DS11.03195_2,3863.635953,925.381135,96.66240063,1.499428538,34.09836102,19.73165879,16.0670162
DS11.03196_2,4011.251112,927.439689,98.14557212,1.931196424,33.87244489,19.56574024,17.49432606
DS11.03197_2,3759.240733,924.6287873,93.58196754,1.450364005,34.82631301,19.04033152,15.29846474
DS11.03198_2,3825.341816,923.8539941,89.13245308,1.38167366,33.01898394,20.53359842,16.20425753
DS11.03199_2,3846.633992,925.9201093,99.85692384,1.715312481,34.02305564,19.17859697,15.79253354
DS11.03200_2,3643.643287,924.9236786,98.25966223,2.029325489,34.19876819,19.26155624,15.21611994
DS11.03202_2,4037.389641,926.6391402,90.84380479,1.57793179,33.01898394,19.53808715,16.36894713
DS11.03203_2,3867.846719,928.1258737,92.55515651,1.646622135,34.02305564,19.28920933,19.74508391
DS11.04002_3,3963.716819,929.3375609,95.80783323,1.306284144,34.47731238,18.80138662,16.13867084
DS11.04003_3,3711.265599,927.2850161,96.11505285,1.592236878,33.80432433,19.08855912,16.54510042
DS11.04006_3,3570.393402,929.1323064,90.58509966,1.502876649,33.08837959,19.79893321,17.16227125
DS11.04007_3,3919.261852,927.0797617,92.42841739,1.279476075,34.4200368,19.14901649,16.80100052
DS11.04008_3,3805.327599,926.1561165,98.88002945,1.368836305,33.08837959,19.63267544,17.4633302
DS11.04009_3,3726.059388,928.4139158,86.48883804,1.413516419,34.47731238,18.99787307,17.67407146
